Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title,Spanish scenario body,Spanish scenario body #2,Spanish comprehension question,Spanish correct response,Spanish incorrect response,Old Spanish photo link,New Spanish photo link,Letters Missing
Salud Física,,,Alergias de primavera,"Es un día frío en primavera y estás caminando afuera en el parque, jugando fútbol. Al pasar por los árboles, te sientes cada vez más congestionado y adolorido. Empiezas a sentir miedo.","Mirando alrededor, ves todo el polen en el aire. Te das cuenta de que normalmente tienes la nariz congestionada debido a las alergias y probablemente estás cansado de jugar fútbol despues de una hora. Te sientes aliviado.",¿Tu congestión y dolor significan que algo malo está pasando?,No,,https://drive.google.com/file/d/1XwVIMD-qlNp532-AByRuhQltoTAlm_qS/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/park_soccer.jpg,2
Salud Física,,,Nadando en la playa,"Despues de enterarte de que un amigo está enfermo, decides ir a la playa para un día relajante. Cuando intentas nadar en el mar, te cuesta aguantar la respiración bajo el agua. Probablemente es porque hace un tiempo que no nadas. ",N/A/,¿Tu dificultad para nadar en una señal de que tienes la enfermedad?,No,,https://drive.google.com/file/d/1EDAskGZeJln12DePCekZITDjifvl8aXY/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/beach.jpg,2
Salud Física,,,Mascarillas con piel sensible,"Tienes la piel sensible y usar una mascarilla te provoca brotes. Cuando ves personas sin máscaras, su piel está completamente clara. Te sientes inseguro acerca de cuánto acné tienes.","Después de pensarlo, te das cuenta de que tiendes a notar aspectos de ti mismo que los demás no notan. Te sientes bien al proteger a las personas al usar tu máscara.",¿Es bueno que lleves mascarilla?,Si,,https://drive.google.com/file/d/1kxwTqZLKkj_Ga1sxMdjcBk6LLutuz39T/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/acne.jpg,2
Salud Física,Situaciones Sociales,,Entrega Responsable,"Uno de tus amigos cercanos sale positivo en la prueba de COVID y te pide que le lleves comida. No quieres exponerte estando cerca de su hogar, pero también quieres ayudar. Encuentras una manera de entregar la comida y mantener tu distancia.",N/A,¿Puedes ayudar a tu amigo?,Si,,https://drive.google.com/file/d/1oXJuho3aF66WCQMZ_tTZRNA2Wc3QA5gx/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/delivery.jpg,2
Salud Física,Finanzas,,Corriendo en el frío,"Estás repasando tus gastos mensuales y te das cuenta de que gastaste más de lo que habías planeado en un nuevo pasatiempo. Esto no te coloca en una situación financiera comprometida en este momento, pero estás intentando ahorrar dinero para ir en un viaje de esquí que has estado planeando por meses. Al pensar en reducir tus gastos, no te imaginas gastando demasiado otra vez, y crees que ahorrar lo suficiente para tu viaje es imposible.",N/A,"Cuando llegue el momento de reservar el viaje, probablemente...",Tendrás que cancelar debido a problemas de dinero.,Podrás elegir un hotel bastante bonito.,https://drive.google.com/file/d/1HZH-0nM2AWwMrt0gJttn0l5Qxiyelr24/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/budget.jpg,2
Salud Física,Salud Mental,,Conociendo alguien nuevo,Estás en una fiesta de cumpleaños para un amigo. Comienzas a sentir un nudo en el estómago mientras hablas con un desconocido. Esto probablemente significa que estás emocionado.,N/A,¿Te preocupa hablar con una persona nueva?,No,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/birthday.jpg,2
Salud Física,Académicos/Trabajo/Desarrollo Profesional,,Despertándote mareado,"Cuando te despiertas en la mañana, te sientas rápidamente. Tu visión se vuelve borrosa y luego todo se pone negro por un momento. Tu visión regresa despues de ese momento, y te convences que te estás quedando siego. ",N/A,¿Tu visión borrosa temporariamente significa que te estás quedando siego?,No,,https://drive.google.com/file/d/1zilnZ-Hg2NZiL6TR6YmDYtIdKcj2JFhH/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/gettingupquickly.jpg,2
Salud Física,Situaciones Sociales,,Conocido sin mascarilla,Llegas a una reunión con tu mascarilla puesta. Te das cuenta de que uno de tus colegas no está usando una mascarilla. Piensas que probablemente se le olvidó.,N/A,¿Tu colega olvidó su mascarilla?,Si,,https://drive.google.com/file/d/1FtHkL-AdkRCQvQ3tup-oLG_qljuCxq5w/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/mask.jpg,2
Salud Física,Situaciones Sociales,,Confrontación de COVID,"Estás resfriado y como salistes negativo a COVID, decidistes volver a trabajar. No puedes evitar toser un par de veces a lo largo del día y, cuando estás a punto de salir, un compañero de trabajo te confronta acusándote de venir a trabajar con COVID. Sientes que esa persona debe estar pasando por un momento estresante.",N/A,¿Siempre puedes evitar preocupar a los demás?,No,,https://drive.google.com/file/d/1ZRX4djV0jNJx45cG7BKsaEWYgTgDJGha/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/lecture.jpg,2
Salud Física,Situaciones Sociales,,Clase de baile,"Estás tomando una clase de baile y, durante un descanso, te encuentras hablando con otro participante que viene llagando sobre tu trabajo. Mientras hablan, te das cuenta de que estás sudando. Ellos probablemente piensan que esto es resultado del baile.",N/A,¿La persona que conociste en la clase de baile pensó que estabas ansioso?,No,,https://drive.google.com/file/d/1yVXzFBXX6-Tsb9FVPimCrE8TubjyVWUU/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/newcomer.jpg,2
Salud Física,,,Exposición reciente,"Estuviste expuesto recientemente a alguien que dio positivo, pero hiciste la prueba y no has experimentado ningún síntoma. Tus amigos te invitan a cenar con ellos y te preguntas si deberías ir. Das negativo y sales con tus amigos.",,¿Prueba negativo?,Si,,https://drive.google.com/file/d/1skPUUmw_frFjR4sIPO4dIxk0mnDUH5UN/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/covidtest_1.jpg,2
Salud Física,Académicos/Trabajo/Desarrollo Profesional,,Día caluroso,"Regresando a casa en un día muy caluroso, te tomas un vaso grande de agua rápidamente. Pronto te sientes anormalmente lleno y un poco enfermo del estómago.","Esta sensación es sorprendente e incómoda, pero te das cuenta de que es algo que simplemente puedes observar.",Respondes a la sensación en tu estómago...,Observando las sensaciones sin hacer nada.,Entrando en pánico por las sensaciones y llamando a una ambulancia.,https://drive.google.com/file/d/1zIU7R9B0aDdb2iU_AHp4YbObnLDAts0M/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/glass.jpg,2
Salud Física,Académicos/Trabajo/Desarrollo Profesional,,Ejercicio con un amigo,"Es miércoles por la noche y tu amigo te convence ir a una clase de ejercicio cardiovascular de alta intensidad. En medio de la clase, dejas de hacer ejercicio porque sientes que no puedes recuperar el aliento.","Cuando comienzas a tener pensamientos ansiosos de desmayarte, decides simplemente notarlos.","Cuando sientes que no puedes recuperar el aliento, es mejor...",Simplemente observe sus pensamientos y sensaciones de ansiedad sin juzgarlos.,Juzgar tu dificultad para respirar como algo malo o dañino.,https://drive.google.com/file/d/1VlsI9LlwAnuIBOVvXzcOaRgcOTFzDdfO/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/cardio.jpg,2
Salud Física,Situaciones Sociales,,Demasiada atención,"Es tu cumpleaños y cuando llega la hora del queque, la gente se reúne a tu alrededor y empiezan a cantar. Sientes que tu corazón empieza a latir más rápido y empiezas a sudar. Tus amigos y familiares no se darán cuenta.",N/A,¿Tus amigos y familiares notan lo ansioso que te sientes?,No,,https://drive.google.com/file/d/1m8Y-P-lBw6IkILN6LVQ2sO9xx9D8qSBD/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/birthday.jpg,2
Salud Física,Situaciones Sociales,,Manchas de sudor,Es un día caliente y tú y tus amigos están caminando afuera. Notas que estás empezando a sudar y puedes ver algunas manchas en tu camiseta. Conoces bien a estos amigos y no les importará.,N/A,¿Tus amigos se burlarán de las manchas en tu camiseta?,No,,https://drive.google.com/file/d/1Wch_kcxO-_MSrBd4tyGQsC_dXyOttIIF/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/sweatyarmpit.jpg,2
Salud Física,Vida Familiar y Doméstica,,Visitar a una familia anciana,Vuelves a casa de tus padres durante las vacaciones y notas que tu madre parece frágil. Te preguntas sobre su salud y si está enferma. Cree que su salud probablemente será buena.,N/A,¿La salud de tu madre va a empeorar rápidamente?,No,,https://drive.google.com/file/d/1Gq9Sn1-xMI1EWDLSKgwCVl-6URaJ2yiG/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/grandma.jpg,2
Salud Física,,,Prueba positiva,Recientemente hiciste una prueba de COVID y esperas los resultados hoy. Estás en medio de una reunión cuando escuchas que suena tu teléfono y te preguntas si tu prueba fue positiva o negativa. Revisas tu teléfono y ves que diste positivo.,,¿Pruebas positivo?,Sí,,https://drive.google.com/file/d/1Fq-NpWkRkGr7cLwbrV84SzufV_aWAasr/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/call.jpg,2
Salud Física,Situaciones Sociales,,Comunicación tardía,"Tu amigo te invita a una cena y después de salir, casualmente mencionan que una de las personas allí estaba enfermo. No puedes creer que tu amigo no te dijera esto antes de que te llevara a la cena. Decides hablar con tu amigo al respecto y ambos deciden aislarse por unos días  por si acaso uno se enferma y comunicarse mejor sobre situaciones de riesgo. ",N/A,¿Tu amigo te puso en una situación peligrosa a propósito?,No,,https://drive.google.com/file/d/1bUgYhh6J97bHW_fCGBklhFK19Hg6E412/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/exposureparty.jpg,2
Salud Física,Situaciones Sociales,,Corriendo con un amigo,Tienes planeado correr mañana con un amigo que corre todos los días. No has corrido en bastante tiempo y te preocupa si podrás mantener el ritmo o no. Crees que las posibilidades de que puedas seguir el ritmo de tu amigo son altas.,N/A,"Mañana, probablemente...",Podrás seguir el ritmo de tu amigo.,Te quedarás atras de tu amigo durante tu carrera.,https://drive.google.com/file/d/1eJ-08i7HtFvPYHdRnELsblgm6tY079fj/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/run.jpg,2
Salud Física,,,Planes para visitar a la familia,"Es el día antes de que planeas ir a visitar a tu familia, y tu amigo se da cuenta de que estuvo expuesto a alguien con COVID. Ambos se van a hacerse la prueba, pero los resultados suelen llegar en 72 horas y tienes un vuelo mañana. Cuando piensas en cómo reaccionará tu familia, crees que lo entenderán.",N/A,¿Siempre puedes reprogramar tu viaje para ver a tu familia?,Si,,https://drive.google.com/file/d/1yuqh5SDNygg4LWsoT1Xy9YTyK0rxVKAg/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/flightticket.jpg,2
Situaciones Sociales,,,Gente fiestera,"Llegas a una fiesta grande y te das cuenta rápidamente de que hay muchas personas que no conoces allí. Te sientes ansioso y consideras irte a casa. Mirando a tu alrededor, decides quedarte.",N/A,La fiesta probablemente será...,Emocionante porque tienes la oportunidad de conocer gente nueva.,Incómodo porque no conoces a muchas personas.,https://drive.google.com/file/d/1Zc-4xffN0v0XdDSXW-x1NAACedZAqgXQ/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/party.jpg,1
Situaciones Sociales,Académicos/Trabajo/Desarrollo Profesional,,Practicando la presentación,"Tu supervisor te pide que hagas una presentación en una reunión. Después de practicar durante varias semanas, finalmente te sientes listo. En el presentación, cometes un gran error. ","Después de la presentación, te das cuenta de que estos errores son comunes. El supervisor probablemente piensa que tu recuperación y capacidad para continuar presentado fue muy admirable. ",¿Tu supervisor está decepcionado con tu presentación?,No,,https://drive.google.com/file/d/1Cw3oPXTNc-8SRhdtrmQYyiTvDaszARPN/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/trainingpresentation.jpg,1
Situaciones Sociales,Académicos/Trabajo/Desarrollo Profesional,,Una presentación pequeña,"Estás trabajando en un proyecto que disfrutas. Sin embargo, te acaban de informar que durante la próxima reunión tendrás que dar una presentación oral de cinco minutos al resto del grupo. La noche antes de la presentación, sientes miedo ante la idea de hablar en público, y decides que tu miedo es tolerable.",N/A,¿Puedes manejar tu miedo de dar la presentación oral?,Si,,https://drive.google.com/file/d/1V-HyzPWcCSIQCjmLetck1SbZQT1cVtgr/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/enjoy.jpg,1
Situaciones Sociales,,,Mantenerse al día con los amigos,"Has estado muy ocupado y tienes problemas para mantener el contacto con uno de tus mejores amigos. Generalmente eres bueno llamándolos, pero tu agenda ha sido muy agitada.",N/A,"Probablemente, tu amigo...",Comprende que a veces las cosas se ponen muy ocupadas.,Esta molesto contigo por no permanecer en contacto.,https://drive.google.com/file/d/1zs5Zen5SreRnD91mUn6rtDWU2U5Icoe_/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/phone_2.jpg,1
Situaciones Sociales,,,Una cámara nueva,"Compraste una cámara nueva, pero cuando llegas a casa, descubres que no te gusta. La devuelves a la tienda y recibes un reembolso. En el mostrador, el empleado no habla mucho mientras te ayuda, y piensas que te ven como alguien extraño.",N/A,¿Piensas que el asistente de ventas te encontró molesto?,No,,https://drive.google.com/file/d/1gIc6npFIezWPuRAQClkBHg3K5HpAwDTk/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/camera.jpg,1
Situaciones Sociales,Académicos/Trabajo/Desarrollo Profesional,,Cambiar tus planes,"Has decidido aceptar un trabajo en otro departamento. Todos sus amigos cercanos están solicitando a los comités dentro de su departamento actual. Cuando piensas en tu decisión de cambiar de departamento, te sientes satisfecho. ",,¿Estás contento con tu decisión de cambiar de departamento?,Sí,,https://drive.google.com/file/d/1vmEFLzq1i5guQSpr0uE5nLlEbZHH1whv/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/acceptingjob.jpg,1
Situaciones Sociales,,,Nervios en un momento importante,"Estás a punto de dar una presentación y sientes que tu cuerpo tiembla. Normalmente, no te sientes así al hablar frente a las personas. Estas sensaciones de temblor significan que estás listo.",N/A,¿Las sensaciones de temblor significan que no estás preparado para la presentación?,No,,https://drive.google.com/file/d/1euj4QAMrOxGJVTxv0VX9mSsgDp8o5SwZ/view?usp=sharing,https://raw.githubusercontent.com/TeachmanLab/MindtrailsMobile_Resources/main/HTC/protocols/Spanish/media/images/lecturehall.jpg,1
